playerid,lastName,firstName,OPS
16,Monroe,Craig,0.639
16,Monroe,Craig,0.434
16,Monroe,Craig,0.736
16,Monroe,Craig,0.825
16,Monroe,Craig,0.768
16,Monroe,Craig,0.783
16,Monroe,Craig,0.637
16,Monroe,Craig,0.638
16,Monroe,Craig,0.679
16,Monroe,Craig,0.641
17,Mohr,Dustan,0.573
17,Mohr,Dustan,0.758
17,Mohr,Dustan,0.713
17,Mohr,Dustan,0.831
17,Mohr,Dustan,0.746
17,Mohr,Dustan,0.583
17,Mohr,Dustan,0.438
19,Miller,Corky,0.671
19,Miller,Corky,0.749
19,Miller,Corky,0.662
19,Miller,Corky,0.23
19,Miller,Corky,0
19,Miller,Corky,0
19,Miller,Corky,0.754
19,Miller,Corky,0.285
19,Miller,Corky,0.544
19,Miller,Corky,0.549
19,Miller,Corky,0.674
19,Miller,Corky,0.766
21,Mercado,Hector,0
21,Mercado,Hector,0
21,Mercado,Hector,0.5
21,Mercado,Hector,0
22,Mendez,Donaldo,0.418
22,Mendez,Donaldo,0.667
23,Melhuse,Adam,0
23,Melhuse,Adam,0.53
23,Melhuse,Adam,0.495
23,Melhuse,Adam,0.956
23,Melhuse,Adam,0.772
23,Melhuse,Adam,0.665
23,Melhuse,Adam,0.648
23,Melhuse,Adam,0.544
23,Melhuse,Adam,0.602
23,Melhuse,Adam,0.473
23,Melhuse,Adam,0.3
24,McDonald,Keith,2.27
24,McDonald,Keith,0
25,Lyon,Brandon,1
25,Lyon,Brandon,3
25,Lyon,Brandon,0
33,Cameron,Kevin,0
33,Cameron,Kevin,0
41,Lopez,Luis,0.644
41,Lopez,Luis,0.339
42,Lopez,Felipe,0.722
42,Lopez,Felipe,0.674
42,Lopez,Felipe,0.612
42,Lopez,Felipe,0.719
42,Lopez,Felipe,0.838
42,Lopez,Felipe,0.727
42,Lopez,Felipe,0.749
42,Lopez,Felipe,0.66
42,Lopez,Felipe,0.619
42,Lopez,Felipe,0.964
42,Lopez,Felipe,0.776
42,Lopez,Felipe,0.855
42,Lopez,Felipe,0.65
42,Lopez,Felipe,0.78
42,Lopez,Felipe,0.427
42,Lopez,Felipe,0.568
43,Izturis,Cesar,0.667
43,Izturis,Cesar,0.556
43,Izturis,Cesar,0.597
43,Izturis,Cesar,0.711
43,Izturis,Cesar,0.624
43,Izturis,Cesar,0.542
43,Izturis,Cesar,0.655
43,Izturis,Cesar,0.602
43,Izturis,Cesar,0.643
43,Izturis,Cesar,0.628
43,Izturis,Cesar,0.622
43,Izturis,Cesar,0.545
43,Izturis,Cesar,0.45
43,Izturis,Cesar,0.581
43,Izturis,Cesar,1.25
43,Izturis,Cesar,0.53
44,Magruder,Chris,0.398
44,Magruder,Chris,0.614
44,Magruder,Chris,1.048
44,Magruder,Chris,0.703
44,Magruder,Chris,0.577
45,Leach,Jalal,0.35
46,Lawrence,Brian,0.303
46,Lawrence,Brian,0.289
46,Lawrence,Brian,0.556
46,Lawrence,Brian,0.251
46,Lawrence,Brian,0.198
46,Lawrence,Brian,0.5
47,Jodie,Brett,0
48,Mackowiak,Rob,0.73
48,Mackowiak,Rob,0.754
48,Mackowiak,Rob,0.785
48,Mackowiak,Rob,0.739
48,Mackowiak,Rob,0.726
48,Mackowiak,Rob,0.769
48,Mackowiak,Rob,0.772
48,Mackowiak,Rob,0.512
48,Mackowiak,Rob,0.462
49,Hyzdu,Adam,1.056
49,Hyzdu,Adam,0.691
49,Hyzdu,Adam,0.808
49,Hyzdu,Adam,0.653
49,Hyzdu,Adam,1.164
49,Hyzdu,Adam,0.45
49,Hyzdu,Adam,0.646
49,Hyzdu,Adam,0.5
50,Lohse,Kyle,1
50,Lohse,Kyle,0.5
50,Lohse,Kyle,0.666
50,Lohse,Kyle,0
50,Lohse,Kyle,0
50,Lohse,Kyle,0.391
50,Lohse,Kyle,0.323
50,Lohse,Kyle,0.466
50,Lohse,Kyle,0.238
50,Lohse,Kyle,0.491
50,Lohse,Kyle,0.4
50,Lohse,Kyle,0.394
50,Lohse,Kyle,0.228
50,Lohse,Kyle,0.306
50,Lohse,Kyle,0.269
50,Lohse,Kyle,0.487
56,Oeltjen,Trent,0.707
56,Oeltjen,Trent,0.705
56,Oeltjen,Trent,0.646
93,Snell,Ian,0
93,Snell,Ian,0
93,Snell,Ian,0.163
93,Snell,Ian,0.221
93,Snell,Ian,0.306
93,Snell,Ian,0.348
96,Young,Chris,0
96,Young,Chris,0.334
96,Young,Chris,0.383
96,Young,Chris,0.383
96,Young,Chris,0.581
96,Young,Chris,0.167
96,Young,Chris,0.666
96,Young,Chris,0.35
96,Young,Chris,0
96,Young,Chris,1
96,Young,Chris,0
96,Young,Chris,0
102,Fielder,Prince,0.764
102,Fielder,Prince,0.83
102,Fielder,Prince,1.013
102,Fielder,Prince,0.879
102,Fielder,Prince,1.014
102,Fielder,Prince,0.872
102,Fielder,Prince,0.981
102,Fielder,Prince,0.94
102,Fielder,Prince,0.819
102,Fielder,Prince,0.72
102,Fielder,Prince,0.841
102,Fielder,Prince,0.63
115,Reed,Eric,0.276
115,Reed,Eric,0.243
120,Pridie,Jason,0.2
120,Pridie,Jason,0.679
120,Pridie,Jason,1
120,Pridie,Jason,0.4
120,Pridie,Jason,0
120,Pridie,Jason,0.1
130,Upton,B.J.,0.733
130,Upton,B.J.,0.593
130,Upton,B.J.,0.894
130,Upton,B.J.,0.784
130,Upton,B.J.,0.686
130,Upton,B.J.,0.746
130,Upton,B.J.,0.76
130,Upton,B.J.,0.752
130,Upton,B.J.,0.557
130,Upton,B.J.,0.62
130,Upton,B.J.,0.756
130,Upton,B.J.,0.744
130,Upton,B.J.,0.583
133,Johnson,Jim,0
133,Johnson,Jim,0
133,Johnson,Jim,0
133,Johnson,Jim,0
134,Young,Chris,0.694
134,Young,Chris,0.762
134,Young,Chris,0.758
134,Young,Chris,0.711
134,Young,Chris,0.793
134,Young,Chris,0.751
134,Young,Chris,0.745
134,Young,Chris,0.659
134,Young,Chris,0.629
134,Young,Chris,0.875
134,Young,Chris,0.773
134,Young,Chris,0.85
134,Young,Chris,0.709
134,Young,Chris,0.615
140,LeCroy,Matthew,0.577
140,LeCroy,Matthew,1.204
140,LeCroy,Matthew,0.754
140,LeCroy,Matthew,0.832
140,LeCroy,Matthew,0.745
140,LeCroy,Matthew,0.798
140,LeCroy,Matthew,0.723
140,LeCroy,Matthew,0.35
141,Kielty,Bobby,0.682
141,Kielty,Bobby,0.889
141,Kielty,Bobby,0.718
141,Kielty,Bobby,0.79
141,Kielty,Bobby,0.691
141,Kielty,Bobby,0.745
141,Kielty,Bobby,0.77
141,Kielty,Bobby,0.622
141,Kielty,Bobby,0.504
142,Johnson,Adam,0
144,Inge,Brandon,0.453
144,Inge,Brandon,0.599
144,Inge,Brandon,0.604
144,Inge,Brandon,0.793
144,Inge,Brandon,0.749
144,Inge,Brandon,0.776
144,Inge,Brandon,0.688
144,Inge,Brandon,0.672
144,Inge,Brandon,0.72
144,Inge,Brandon,0.718
144,Inge,Brandon,0.548
144,Inge,Brandon,0.675
144,Inge,Brandon,0.4
144,Inge,Brandon,0.442
145,Jennings,Jason,0.846
145,Jennings,Jason,0.719
145,Jennings,Jason,0.561
145,Jennings,Jason,0.598
145,Jennings,Jason,0.384
145,Jennings,Jason,0.314
145,Jennings,Jason,0.249
145,Jennings,Jason,0
146,MacRae,Scott,0
147,Lofton,James,0.445
148,Lunar,Fernando,0.301
148,Lunar,Fernando,0.471
148,Lunar,Fernando,0.574
165,Overbay,Lyle,1
165,Overbay,Lyle,0.2
165,Overbay,Lyle,0.767
165,Overbay,Lyle,0.863
165,Overbay,Lyle,0.816
165,Overbay,Lyle,0.88
165,Overbay,Lyle,0.706
165,Overbay,Lyle,0.777
165,Overbay,Lyle,0.838
165,Overbay,Lyle,0.762
165,Overbay,Lyle,0.649
165,Overbay,Lyle,0.84
165,Overbay,Lyle,0.815
165,Overbay,Lyle,0.293
165,Overbay,Lyle,0.688
165,Overbay,Lyle,0.661
166,Knott,Eric,0
166,Knott,Eric,0
167,Huckaby,Ken,0
167,Huckaby,Ken,0.578
167,Huckaby,Ken,0.455
167,Huckaby,Ken,0.45
167,Huckaby,Ken,0.417
167,Huckaby,Ken,0.354
167,Huckaby,Ken,0.503
167,Huckaby,Ken,0.4
168,Zambrano,Victor,0
168,Zambrano,Victor,0
168,Zambrano,Victor,0.6
168,Zambrano,Victor,0.334
168,Zambrano,Victor,0.302
168,Zambrano,Victor,0.167
169,Tyner,Jason,0.546
169,Tyner,Jason,0.466
169,Tyner,Jason,0.637
169,Tyner,Jason,0.487
169,Tyner,Jason,0.706
169,Tyner,Jason,0.742
169,Tyner,Jason,0.698
169,Tyner,Jason,0.686
169,Tyner,Jason,0.333
170,Standridge,Jason,1
171,Seay,Bobby,0
172,Phelps,Travis,0
173,Huff,Aubrey,0.761
173,Huff,Aubrey,0.66
173,Huff,Aubrey,0.884
173,Huff,Aubrey,0.922
173,Huff,Aubrey,0.853
173,Huff,Aubrey,0.749
173,Huff,Aubrey,0.819
173,Huff,Aubrey,0.809
173,Huff,Aubrey,0.779
173,Huff,Aubrey,0.912
173,Huff,Aubrey,0.726
173,Huff,Aubrey,0.567
173,Huff,Aubrey,0.891
173,Huff,Aubrey,0.676
173,Huff,Aubrey,0.608
174,Hoover,Paul,0.5
174,Hoover,Paul,0.352
174,Hoover,Paul,0.8
174,Hoover,Paul,0.75
174,Hoover,Paul,0.463
174,Hoover,Paul,1.5
174,Hoover,Paul,0.638
176,Maldonado,Carlos,0.255
176,Maldonado,Carlos,0.833
176,Maldonado,Carlos,0.878
176,Maldonado,Carlos,0.182
191,Zeile,Todd,0.68
191,Zeile,Todd,0.731
191,Zeile,Todd,0.765
191,Zeile,Todd,0.716
191,Zeile,Todd,0.785
191,Zeile,Todd,0.818
191,Zeile,Todd,0.835
191,Zeile,Todd,0.642
191,Zeile,Todd,0.762
191,Zeile,Todd,0.789
191,Zeile,Todd,0.824
191,Zeile,Todd,0.808
191,Zeile,Todd,0.737
191,Zeile,Todd,0.801
191,Zeile,Todd,0.842
191,Zeile,Todd,0.823
191,Zeile,Todd,0.732
191,Zeile,Todd,0.778
191,Zeile,Todd,0.773
191,Zeile,Todd,0.643
191,Zeile,Todd,0.675
192,Zaun,Gregg,0.752
192,Zaun,Gregg,0.661
192,Zaun,Gregg,0.772
192,Zaun,Gregg,0.856
192,Zaun,Gregg,0.566
192,Zaun,Gregg,0.637
192,Zaun,Gregg,0.8
192,Zaun,Gregg,0.913
192,Zaun,Gregg,0.594
192,Zaun,Gregg,0.811
192,Zaun,Gregg,0.599
192,Zaun,Gregg,0.76
192,Zaun,Gregg,0.728
192,Zaun,Gregg,0.825
192,Zaun,Gregg,0.752
192,Zaun,Gregg,0.699
192,Zaun,Gregg,0.73
192,Zaun,Gregg,0.812
192,Zaun,Gregg,0.742
193,Young,Michael,0
193,Young,Michael,0.7
193,Young,Michael,0.69
193,Young,Michael,0.785
193,Young,Michael,0.836
193,Young,Michael,0.898
193,Young,Michael,0.815
193,Young,Michael,0.784
193,Young,Michael,0.741
193,Young,Michael,0.892
193,Young,Michael,0.774
193,Young,Michael,0.854
193,Young,Michael,0.682
193,Young,Michael,0.731
193,Young,Michael,0.713
194,Young,Dmitri,0.594
194,Young,Dmitri,0.698
194,Young,Dmitri,0.845
194,Young,Dmitri,0.856
194,Young,Dmitri,0.837
194,Young,Dmitri,0.831
194,Young,Dmitri,0.787
194,Young,Dmitri,0.909
194,Young,Dmitri,0.817
194,Young,Dmitri,0.796
194,Young,Dmitri,0.7
194,Young,Dmitri,0.869
194,Young,Dmitri,0.794
195,Young,Eric,0.588
195,Young,Eric,0.708
195,Young,Eric,0.808
195,Young,Eric,0.877
195,Young,Eric,0.814
195,Young,Eric,0.771
195,Young,Eric,0.711
195,Young,Eric,0.751
195,Young,Eric,0.726
195,Young,Eric,0.766
195,Young,Eric,0.726
195,Young,Eric,0.707
195,Young,Eric,0.765
195,Young,Eric,0.518
195,Young,Eric,0.758
195,Young,Eric,0.736
195,Young,Eric,0.773
195,Young,Eric,0.594
196,Young,Kevin,1.238
196,Young,Kevin,0.643
196,Young,Kevin,0.578
196,Young,Kevin,0.649
196,Young,Kevin,0.771
196,Young,Kevin,0.867
196,Young,Kevin,0.809
196,Young,Kevin,0.909
196,Young,Kevin,0.744
196,Young,Kevin,0.709
196,Young,Kevin,0.73
196,Young,Kevin,0.623
197,Yoshii,Masato,0.201
197,Yoshii,Masato,0.328
197,Yoshii,Masato,0.472
197,Yoshii,Masato,0.301
197,Yoshii,Masato,0.24
198,Yan,Esteban,5
198,Yan,Esteban,2
199,Wright,Jaret,0
199,Wright,Jaret,0.858
199,Wright,Jaret,0
199,Wright,Jaret,0
199,Wright,Jaret,1
199,Wright,Jaret,0.75
199,Wright,Jaret,0.311
199,Wright,Jaret,0.2
200,Wright,Jamey,0.297
200,Wright,Jamey,0.322
200,Wright,Jamey,0.515
200,Wright,Jamey,0.281
200,Wright,Jamey,0.152
200,Wright,Jamey,0.438
200,Wright,Jamey,0
200,Wright,Jamey,0.394
200,Wright,Jamey,0.158
200,Wright,Jamey,0.325
200,Wright,Jamey,0.553
200,Wright,Jamey,0
200,Wright,Jamey,0
200,Wright,Jamey,0
200,Wright,Jamey,0
201,Worrell,Tim,0.097
201,Worrell,Tim,1.167
201,Worrell,Tim,0
201,Worrell,Tim,0.34
201,Worrell,Tim,0.494
201,Worrell,Tim,0
201,Worrell,Tim,0
201,Worrell,Tim,0
201,Worrell,Tim,0
201,Worrell,Tim,0
201,Worrell,Tim,0
202,Woodward,Chris,0.545
202,Woodward,Chris,0.591
202,Woodward,Chris,0.6
202,Woodward,Chris,0.798
202,Woodward,Chris,0.711
202,Woodward,Chris,0.63
202,Woodward,Chris,0.73
202,Woodward,Chris,0.6
202,Woodward,Chris,0.531
202,Woodward,Chris,0.396
202,Woodward,Chris,0.542
202,Woodward,Chris,0.484
202,Woodward,Chris,0
203,Woodard,Steve,0.32
203,Woodard,Steve,0.371
203,Woodard,Steve,0.17
203,Woodard,Steve,0
204,Nunez,Jose Antonio,0.083
215,Ackley,Dustin,0.765
215,Ackley,Dustin,0.622
215,Ackley,Dustin,0.66
215,Ackley,Dustin,0.691
215,Ackley,Dustin,0.636
215,Ackley,Dustin,0.987
215,Ackley,Dustin,0.394
219,Wood,Kerry,0.386
219,Wood,Kerry,0.611
219,Wood,Kerry,0.412
219,Wood,Kerry,0.408
219,Wood,Kerry,0.456
219,Wood,Kerry,0.389
219,Wood,Kerry,0.38
219,Wood,Kerry,1.167
219,Wood,Kerry,0
219,Wood,Kerry,0
220,Womack,Tony,0.268
220,Womack,Tony,0.762
220,Womack,Tony,0.959
220,Womack,Tony,0.7
220,Womack,Tony,0.676
220,Womack,Tony,0.702
220,Womack,Tony,0.691
220,Womack,Tony,0.652
220,Womack,Tony,0.678
220,Womack,Tony,0.608
220,Womack,Tony,0.564
220,Womack,Tony,0.415
220,Womack,Tony,0.734
220,Womack,Tony,0.556
220,Womack,Tony,0.697
220,Womack,Tony,0.693
221,Wolf,Randy,0.548
221,Wolf,Randy,0.458
221,Wolf,Randy,0.407
221,Wolf,Randy,0.444
221,Wolf,Randy,0.536
221,Wolf,Randy,0.788
221,Wolf,Randy,0.416
221,Wolf,Randy,0.526
221,Wolf,Randy,0.498
221,Wolf,Randy,0.297
221,Wolf,Randy,0.382
221,Wolf,Randy,0.459
221,Wolf,Randy,0.552
221,Wolf,Randy,0.39
221,Wolf,Randy,0.296
221,Wolf,Randy,0.286
222,Wohlers,Mark,0
222,Wohlers,Mark,0
222,Wohlers,Mark,2
222,Wohlers,Mark,0
222,Wohlers,Mark,0
222,Wohlers,Mark,0
223,Witt,Kevin,0.286
223,Witt,Kevin,0.574
223,Witt,Kevin,0.64
223,Witt,Kevin,0.708
223,Witt,Kevin,0.427
224,Witt,Bobby,0
224,Witt,Bobby,0
224,Witt,Bobby,0.182
224,Witt,Bobby,1.333
224,Witt,Bobby,0
224,Witt,Bobby,0.573
224,Witt,Bobby,0
224,Witt,Bobby,0.5
225,Witasick,Jay,0
225,Witasick,Jay,0
225,Witasick,Jay,0.31
225,Witasick,Jay,0
225,Witasick,Jay,0
225,Witasick,Jay,0
226,Wise,Matt,0
226,Wise,Matt,2
226,Wise,Matt,0
226,Wise,Matt,2
227,Winn,Randy,0.704
227,Winn,Randy,0.673
227,Winn,Randy,0.664
227,Winn,Randy,0.74
227,Winn,Randy,0.821
227,Winn,Randy,0.771
227,Winn,Randy,0.773
227,Winn,Randy,1.071
227,Winn,Randy,0.733
227,Winn,Randy,0.72
227,Winn,Randy,0.798
227,Winn,Randy,0.789
227,Winn,Randy,0.671
227,Winn,Randy,0.693
227,Winn,Randy,0.595
228,Wilson,Vance,0
228,Wilson,Vance,0.69
228,Wilson,Vance,0.681
228,Wilson,Vance,0.666
228,Wilson,Vance,0.762
228,Wilson,Vance,0.558
228,Wilson,Vance,0.745
229,Wilson,Preston,0.764
229,Wilson,Preston,0.355
229,Wilson,Preston,0.852
229,Wilson,Preston,0.817
229,Wilson,Preston,0.825
229,Wilson,Preston,0.758
229,Wilson,Preston,0.88
229,Wilson,Preston,0.706
229,Wilson,Preston,0.772
229,Wilson,Preston,0.813
229,Wilson,Preston,0.786
229,Wilson,Preston,0.714
229,Wilson,Preston,0.578
232,Adleman,Tim,0.46
232,Adleman,Tim,0.241
245,Wilson,Enrique,0.666
245,Wilson,Enrique,0.81
245,Wilson,Enrique,0.662
245,Wilson,Enrique,0.813
245,Wilson,Enrique,0.723
245,Wilson,Enrique,0.626
245,Wilson,Enrique,0.436
245,Wilson,Enrique,0.534
245,Wilson,Enrique,0.639
245,Wilson,Enrique,0.579
245,Wilson,Enrique,0.467
246,Wilson,Paul,0.255
246,Wilson,Paul,0
246,Wilson,Paul,0.28
246,Wilson,Paul,0.276
246,Wilson,Paul,0.352
247,Wilson,Dan,0.829
247,Wilson,Dan,0.565
247,Wilson,Dan,0.556
247,Wilson,Dan,0.752
247,Wilson,Dan,0.774
247,Wilson,Dan,0.749
247,Wilson,Dan,0.702
247,Wilson,Dan,0.697
247,Wilson,Dan,0.627
247,Wilson,Dan,0.708
247,Wilson,Dan,0.722
247,Wilson,Dan,0.611
247,Wilson,Dan,0.615
247,Wilson,Dan,0.399
248,Williamson,Scott,0.125
248,Williamson,Scott,0.23
249,Williams,Jeff,0.533
249,Williams,Jeff,0
249,Williams,Jeff,1
250,Williams,Woody,1
250,Williams,Woody,0.666
250,Williams,Woody,0.43
250,Williams,Woody,0.687
250,Williams,Woody,0.418
250,Williams,Woody,0.619
250,Williams,Woody,0.64
250,Williams,Woody,0.67
250,Williams,Woody,0.446
250,Williams,Woody,0.301
250,Williams,Woody,0.454
250,Williams,Woody,0.255
251,Williams,Gerald,1
251,Williams,Gerald,0.452
251,Williams,Gerald,0.842
251,Williams,Gerald,0.794
251,Williams,Gerald,0.752
251,Williams,Gerald,0.497
251,Williams,Gerald,0.651
251,Williams,Gerald,0.856
251,Williams,Gerald,0.792
251,Williams,Gerald,0.739
251,Williams,Gerald,0.593
251,Williams,Gerald,0.455
251,Williams,Gerald,0.105
251,Williams,Gerald,0.343
251,Williams,Gerald,0.696
251,Williams,Gerald,0.658
252,Williams,Mike,0.8
252,Williams,Mike,0.166
252,Williams,Mike,0.417
252,Williams,Mike,0.364
252,Williams,Mike,0.346
252,Williams,Mike,0
252,Williams,Mike,0
252,Williams,Mike,0
252,Williams,Mike,0.5
253,Williams,Bernie,0.686
253,Williams,Bernie,0.76
253,Williams,Bernie,0.733
253,Williams,Bernie,0.837
253,Williams,Bernie,0.879
253,Williams,Bernie,0.926
253,Williams,Bernie,0.952
253,Williams,Bernie,0.997
253,Williams,Bernie,0.971
253,Williams,Bernie,0.957
253,Williams,Bernie,0.917
253,Williams,Bernie,0.908
253,Williams,Bernie,0.778
253,Williams,Bernie,0.795
253,Williams,Bernie,0.688
253,Williams,Bernie,0.768
254,Williams,Matt,0.579
254,Williams,Matt,0.661
254,Williams,Matt,0.697
254,Williams,Matt,0.807
254,Williams,Matt,0.809
254,Williams,Matt,0.67
254,Williams,Matt,0.886
254,Williams,Matt,0.926
254,Williams,Matt,1.046
254,Williams,Matt,0.877
254,Williams,Matt,0.795
254,Williams,Matt,0.766
254,Williams,Matt,0.88
254,Williams,Matt,0.746
254,Williams,Matt,0.78
254,Williams,Matt,0.803
254,Williams,Matt,0.73
255,Wilkins,Marc,0.522
255,Wilkins,Marc,0.2
255,Wilkins,Marc,0
255,Wilkins,Marc,0.334
256,Wilkins,Rick,0.662
256,Wilkins,Rick,0.758
256,Wilkins,Rick,0.937
256,Wilkins,Rick,0.704
256,Wilkins,Rick,0.655
256,Wilkins,Rick,0.742
256,Wilkins,Rick,0.661
256,Wilkins,Rick,0.876
256,Wilkins,Rick,0.869
256,Wilkins,Rick,0.573
256,Wilkins,Rick,0.602
256,Wilkins,Rick,0.368
256,Wilkins,Rick,0
256,Wilkins,Rick,0.658
256,Wilkins,Rick,0.614
257,Widger,Chris,0.512
257,Widger,Chris,0.432
257,Widger,Chris,0.693
257,Widger,Chris,0.669
257,Widger,Chris,0.766
257,Widger,Chris,0.531
257,Widger,Chris,0.752
257,Widger,Chris,0.713
257,Widger,Chris,0.603
257,Widger,Chris,0.679
257,Widger,Chris,0.329
257,Widger,Chris,0.527
273,Wickman,Bob,0
273,Wickman,Bob,0
274,White,Gabe,0.2
274,White,Gabe,0
274,White,Gabe,0.222
274,White,Gabe,0.334
274,White,Gabe,0.778
274,White,Gabe,0
274,White,Gabe,0
274,White,Gabe,0
275,White,Rick,0.22
275,White,Rick,0.2
275,White,Rick,0.666
275,White,Rick,0.4
275,White,Rick,0
275,White,Rick,0
275,White,Rick,0
275,White,Rick,0
276,White,Rondell,0.732
276,White,Rondell,0.822
276,White,Rondell,0.82
276,White,Rondell,0.768
276,White,Rondell,0.794
276,White,Rondell,0.876
276,White,Rondell,0.864
276,White,Rondell,0.873
276,White,Rondell,0.84
276,White,Rondell,0.9
276,White,Rondell,0.666
276,White,Rondell,1.013
276,White,Rondell,0.795
276,White,Rondell,0.79
276,White,Rondell,0.837
276,White,Rondell,0.641
276,White,Rondell,0.556
277,White,Devon,0.476
277,White,Devon,0.669
277,White,Devon,0.749
277,White,Devon,0.686
277,White,Devon,0.653
277,White,Devon,0.633
277,White,Devon,0.797
277,White,Devon,0.693
277,White,Devon,0.779
277,White,Devon,0.77
277,White,Devon,0.765
277,White,Devon,0.78
277,White,Devon,0.708
277,White,Devon,0.791
277,White,Devon,0.744
277,White,Devon,0.696
277,White,Devon,0.802
278,Westbrook,Jake,0
278,Westbrook,Jake,1
278,Westbrook,Jake,0
278,Westbrook,Jake,0
278,Westbrook,Jake,1.25
278,Westbrook,Jake,0
278,Westbrook,Jake,0.314
278,Westbrook,Jake,0
278,Westbrook,Jake,0.373
278,Westbrook,Jake,0.332
278,Westbrook,Jake,0.498
279,Wendell,Turk,0.286
279,Wendell,Turk,0.333
279,Wendell,Turk,0.125
279,Wendell,Turk,1.167
279,Wendell,Turk,0.25
279,Wendell,Turk,0
279,Wendell,Turk,0
279,Wendell,Turk,0.143
279,Wendell,Turk,0.5
279,Wendell,Turk,0
279,Wendell,Turk,0
279,Wendell,Turk,0
280,Wells,Vernon,0.645
280,Wells,Vernon,0
280,Wells,Vernon,0.777
280,Wells,Vernon,0.762
280,Wells,Vernon,0.909
280,Wells,Vernon,0.809
280,Wells,Vernon,0.783
280,Wells,Vernon,0.899
280,Wells,Vernon,0.706
280,Wells,Vernon,0.839
280,Wells,Vernon,0.711
280,Wells,Vernon,0.846
280,Wells,Vernon,0.66
280,Wells,Vernon,0.682
280,Wells,Vernon,0.631
281,Wells,Kip,0
281,Wells,Kip,0.334
281,Wells,Kip,0.46
281,Wells,Kip,0.482
281,Wells,Kip,0.541
281,Wells,Kip,0.4
281,Wells,Kip,0.182
281,Wells,Kip,0.717
281,Wells,Kip,0
281,Wells,Kip,0.182
281,Wells,Kip,0
281,Wells,Kip,0.237
282,Wells,Bob,1
283,Wells,David,0.286
283,Wells,David,0.5
283,Wells,David,0
283,Wells,David,0.334
283,Wells,David,0
283,Wells,David,0
283,Wells,David,0.5
283,Wells,David,0.269
283,Wells,David,0.286
283,Wells,David,0.4
283,Wells,David,0.21
283,Wells,David,0.6
285,Weaver,Jeff,1.25
285,Weaver,Jeff,0
285,Weaver,Jeff,0
285,Weaver,Jeff,0.572
285,Weaver,Jeff,0.496
285,Weaver,Jeff,0.507
285,Weaver,Jeff,0.666
285,Weaver,Jeff,0.348
285,Weaver,Jeff,0.5
285,Weaver,Jeff,0.462
285,Weaver,Jeff,0.4
286,Weathers,David,0.2
286,Weathers,David,0.196
286,Weathers,David,0.308
286,Weathers,David,0.516
286,Weathers,David,0.443
286,Weathers,David,0.25
286,Weathers,David,0.393
286,Weathers,David,0
286,Weathers,David,0.5
286,Weathers,David,0
286,Weathers,David,0
286,Weathers,David,0
286,Weathers,David,0
286,Weathers,David,0
287,Watson,Allen,0.605
287,Watson,Allen,0.442
287,Watson,Allen,0.975
287,Watson,Allen,0.563
287,Watson,Allen,0.7
303,Washburn,Jarrod,0
303,Washburn,Jarrod,0.833
303,Washburn,Jarrod,1.267
303,Washburn,Jarrod,0.4
303,Washburn,Jarrod,0.4
303,Washburn,Jarrod,0.8
303,Washburn,Jarrod,0.2
303,Washburn,Jarrod,0.333
303,Washburn,Jarrod,1.167
303,Washburn,Jarrod,0
303,Washburn,Jarrod,0
304,Wasdin,John,1
304,Wasdin,John,0.5
304,Wasdin,John,1
304,Wasdin,John,0
304,Wasdin,John,0
304,Wasdin,John,0
305,Ward,Daryle,0.833
305,Ward,Daryle,0.784
305,Ward,Daryle,0.833
305,Ward,Daryle,0.783
305,Ward,Daryle,0.748
305,Ward,Daryle,0.404
305,Ward,Daryle,0.779
305,Ward,Daryle,0.723
305,Ward,Daryle,0.795
305,Ward,Daryle,0.957
305,Ward,Daryle,0.963
305,Ward,Daryle,0.721
306,Wallace,Jeff,1
306,Wallace,Jeff,0
307,Wall,Donne,0
307,Wall,Donne,0.466
307,Wall,Donne,0.282
307,Wall,Donne,0.572
307,Wall,Donne,0
307,Wall,Donne,0
307,Wall,Donne,0
308,Walker,Kevin,0.5
309,Walker,Todd,0.61
309,Walker,Todd,0.641
309,Walker,Todd,0.845
309,Walker,Todd,0.74
309,Walker,Todd,0.612
309,Walker,Todd,0.929
309,Walker,Todd,0.846
309,Walker,Todd,0.779
309,Walker,Todd,0.784
309,Walker,Todd,0.761
309,Walker,Todd,0.82
309,Walker,Todd,0.829
309,Walker,Todd,0.785
309,Walker,Todd,0.742
309,Walker,Todd,0.58
310,Walker,Larry,0.434
310,Walker,Larry,0.76
310,Walker,Larry,0.807
310,Walker,Larry,0.859
310,Walker,Larry,0.84
310,Walker,Larry,0.981
310,Walker,Larry,0.988
310,Walker,Larry,0.912
310,Walker,Larry,1.172
310,Walker,Larry,1.075
310,Walker,Larry,1.168
310,Walker,Larry,0.915
310,Walker,Larry,1.111
310,Walker,Larry,1.023
310,Walker,Larry,0.898
310,Walker,Larry,0.953
310,Walker,Larry,1.094
310,Walker,Larry,0.886
311,Walbeck,Matt,0.593
311,Walbeck,Matt,0.53
311,Walbeck,Matt,0.618
311,Walbeck,Matt,0.55
311,Walbeck,Matt,0.696
311,Walbeck,Matt,0.684
311,Walbeck,Matt,0.614
311,Walbeck,Matt,0.596
311,Walbeck,Matt,2
311,Walbeck,Matt,0.517
311,Walbeck,Matt,0.436
312,Wakeland,Chris,0.722
313,Wakefield,Tim,0.174
313,Wakefield,Tim,0.442
313,Wakefield,Tim,0
313,Wakefield,Tim,0.333
313,Wakefield,Tim,0
